path,layer,area,lines,classes,top_level_functions,flags,cut_decision
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_form_submit_special_authority_l6.py,agent_organs,browser,393,BrowserFormSubmitStatus;BrowserFormSubmitFinalGateDecision;BrowserFormSubmitContract;BrowserFormSubmitRequest;BrowserFormSubmitSafetyValidationResult;BrowserFormSubmitReceipt;BrowserFormSubmitFinalGateCertificate;BrowserFormSubmitResult;BrowserFormSubmitFinalGate;BrowserFormSubmitSpecialAuthorityL6,render_browser_form_submit_receipt_as_untrusted_context;_coerce_request,receipt;finalgate;authority;replay,KEEP_LOCKED
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_js_sandbox_special_authority_l6.py,agent_organs,browser,353,BrowserJSSandboxStatus;BrowserJSSandboxFinalGateDecision;BrowserJSSandboxContract;BrowserJSSandboxRequest;BrowserJSSandboxSafetyValidationResult;BrowserJSSandboxReceipt;BrowserJSSandboxFinalGateCertificate;BrowserJSSandboxResult;BrowserJSSandboxFinalGate;BrowserJSSandboxOrganL6,_coerce_request;_contains_forbidden_js_surface,receipt;finalgate;authority,KEEP_LOCKED
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_login_credential_session_broker_l6.py,agent_organs,browser,450,BrowserCredentialValueProvider;EphemeralBrowserCredentialProvider;BrowserLoginCredentialSessionStatus;BrowserLoginCredentialSessionFinalGateDecision;BrowserLoginCredentialSessionContract;BrowserLoginCredentialSessionRequest;BrowserLoginCredentialSessionSafetyValidationResult;BrowserLoginCredentialSessionReceipt;BrowserLoginCredentialSessionFinalGateCertificate;BrowserLoginCredentialSessionResult;BrowserLoginCredentialSessionFinalGate;BrowserLoginCredentialSessionBrokerL6,render_browser_login_credential_session_receipt_as_untrusted_context;_coerce_request,receipt;finalgate;authority,KEEP_LOCKED
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_multi_step_task_orchestrator_v1.py,agent_organs,browser,568,BrowserOrchestratorActionKind;BrowserOrchestratorPhase;BrowserOrchestratorStatus;BrowserOrchestratorFinalGateDecision;BrowserOrchestratorContract;BrowserOrchestratorPlanStep;BrowserOrchestratorPlan;BrowserOrchestratorRequest;BrowserOrchestratorBackendActionResult;BrowserOrchestratorActionBackend;BrowserOrchestratorFakeActionBackend;BrowserSessionOrchestratorActionBackend,render_browser_orchestrator_receipt_as_untrusted_context;_validate_runtime_request;_build_plan;_receipt;_hostname;_session_action_kind,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_network_har_response_quarantine_v1.py,agent_organs,browser,434,BrowserHARStatus;BrowserHARFinalGateDecision;BrowserHARContract;BrowserHARRequest;BrowserHARRecord;BrowserHARQuarantinedBody;BrowserHARLedger;BrowserHARReceipt;BrowserHARFinalGateCertificate;BrowserHARResult;BrowserHARFinalGate;BrowserHAROrganV1,render_browser_har_receipt_as_untrusted_context;_validate_request;_build_ledger;_safe_header_hash;_response_body;_body_bytes;_int_or_none;_hostname,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_observability_replay_studio_v1.py,agent_organs,browser,624,BrowserReplayEventKind;BrowserReplayStudioStatus;BrowserReplayStudioFinalGateDecision;BrowserReplayStudioContract;BrowserReplayStudioRequest;BrowserReplayTimelineItem;BrowserReplayTimeline;BrowserReplayStudioReceipt;BrowserReplayStudioFinalGateCertificate;BrowserReplayStudioResult;BrowserReplayStudioFinalGate;BrowserReplayStudioOrganV1,render_browser_replay_studio_receipt_as_untrusted_context;_validate_request;_build_timeline;_sanitize_event;_safe_metadata_value;_control_view;_event_sort_key;_event_sequence;_event_kind;_kind_enabled;_first_present_hash;_count_kind,receipt;finalgate;authority;replay;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_operator_agent_l4_l5_live.py,agent_organs,browser,539,BrowserOperatorLiveActionKind;BrowserOperatorLiveStatus;BrowserOperatorLiveContract;BrowserOperatorLiveRequest;BrowserOperatorLiveSafetyValidationResult;BrowserOperatorLiveReceipt;BrowserOperatorLiveResult;BrowserOperatorAgentL4L5Live,render_browser_operator_live_receipt_as_untrusted_context;_coerce_request;_action_value;_mission_has;_looks_credential_bearing;_interaction_step;_find_ref;_last_event;_browser_finalgate;_resolve_public_dns,playwright;receipt;finalgate;authority;replay,WIRE
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_payment_spend_special_authority_l7.py,agent_organs,browser,407,BrowserPaymentSpendStatus;BrowserPaymentSpendFinalGateDecision;BrowserPaymentSpendContract;BrowserPaymentSpendRequest;BrowserPaymentBackendResult;BrowserPaymentBackend;BrowserPaymentFakeBackend;BrowserPaymentSpendReceipt;BrowserPaymentSpendFinalGateCertificate;BrowserPaymentSpendResult;BrowserPaymentSpendFinalGate;BrowserPaymentSpendOrganL7,render_browser_payment_spend_receipt_as_untrusted_context;_validate_payment_request;_unsafe_payment_payload;_safe_payment_payload;_hostname,receipt;finalgate;authority,KEEP_LOCKED
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_performance_lighthouse_organ_v1.py,agent_organs,browser,426,BrowserPerformanceStatus;BrowserPerformanceInsightSeverity;BrowserPerformanceFinalGateDecision;BrowserPerformanceContract;BrowserPerformanceRequest;BrowserPerformanceMetrics;BrowserPerformanceInsight;BrowserPerformanceReceipt;BrowserPerformanceFinalGateCertificate;BrowserPerformanceResult;BrowserPerformanceFinalGate;BrowserPerformanceLighthouseOrganV1,render_browser_performance_receipt_as_untrusted_context;_validate_request;_metrics;_insights;_insight;_score;_safe_trace_event_hash;_has_raw_trace_payload;_float_or_none;_hostname,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_preparation_organ_v1.py,agent_organs,browser,1102,BrowserPreparationActionClass;BrowserPreparationAttemptStatus;BrowserPreparationFinalGateStatus;BrowserPreparationFinalGateDecision;BrowserPreparationFinalGateReason;L4BrowserPreparationExecutorContract;BrowserPreparationSafetyValidationResult;BrowserPreparationTargetRef;BrowserPreparationStep;BrowserPreparationRequest;BrowserPreparationReceipt;BrowserPreparationResult,utc_now;validate_browser_preparation_payload;_browser_forbidden_surface_paths;render_browser_preparation_receipt_as_untrusted_context;_coerce_request;_preflight_block_reason;_lane_block_reason;_blocked_result;_make_receipt;_finalgate_result;_source_hashes;_unbound_target_refs,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_readonly_organ_v1.py,agent_organs,browser,1221,_BrowserReadOnlyFetchTimeout;BrowserReadOnlyAttemptStatus;BrowserReadOnlyFinalGateStatus;BrowserReadOnlyFinalGateDecision;BrowserReadOnlyFinalGateReason;L4BrowserReadOnlyExecutorContract;BrowserReadOnlySafetyValidationResult;BrowserReadOnlyRequest;BrowserReadOnlyReceipt;BrowserReadOnlyResult;BrowserReadOnlyFinalGateCertificate;BrowserReadOnlyFinalGateResult,utc_now;validate_browser_readonly_payload;_browser_forbidden_surface_paths;render_browser_readonly_receipt_as_untrusted_context;_coerce_request;_readonly_contract;_readonly_lane;_preflight_block_reason;_lane_block_reason;_blocked_result;_make_receipt;_finalgate_result,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_semantic_extraction_organ_v1.py,agent_organs,browser,1017,BrowserSemanticExtractionAttemptStatus;BrowserSemanticEvidenceClaimStatus;BrowserSemanticExtractionFinalGateStatus;BrowserSemanticExtractionFinalGateDecision;BrowserSemanticExtractionFinalGateReason;L4BrowserSemanticExtractionContract;BrowserSemanticExtractionSafetyValidationResult;BrowserSemanticEvidenceCard;BrowserSemanticExtractionRequest;BrowserSemanticExtractionReceipt;BrowserSemanticExtractionResult;BrowserSemanticExtractionFinalGateCertificate,utc_now;validate_browser_semantic_extraction_payload;render_browser_semantic_extraction_receipt_as_untrusted_context;_coerce_request;_preflight_block_reason;_build_evidence_cards;_candidate_snippets;_semantic_label;_semantic_source_confidence;_evidence_bound_claims;_blocked_result;_make_receipt,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_session_manager_l5_live.py,agent_organs,browser,1283,BrowserSessionActionKind;BrowserSessionStatus;BrowserSessionFinalGateDecision;BrowserSessionContract;BrowserSessionRequest;BrowserSessionSafetyValidationResult;BrowserSessionReceipt;BrowserSessionResult;BrowserSessionFinalGateCertificate;BrowserSessionFinalGate;_LiveBrowserSession;BrowserSessionSanitizer,render_browser_session_receipt_as_untrusted_context;_backend_for_engine;_goto_session_document;_coerce_request;_action_value;_looks_credential_bearing;_sha256_file;_safe_file_name,cloak;playwright;receipt;finalgate;authority,WIRE
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_trajectory_planner_l5.py,agent_organs,browser,465,BrowserTrajectoryActionKind;BrowserTrajectoryStatus;BrowserTrajectoryContract;BrowserTrajectoryRequest;BrowserTrajectoryPlanStep;BrowserTrajectoryPlan;BrowserTrajectoryReceipt;BrowserTrajectorySafetyValidationResult;BrowserTrajectoryResult;BrowserTrajectoryPlannerL5,render_browser_trajectory_receipt_as_untrusted_context;_rank_steps;_build_plan;_role_compatible;_tokens;_coerce_request;_action_value,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_visual_grounding_ocr_v1.py,agent_organs,browser,487,BrowserVisualGroundingStatus;BrowserVisualGroundingFinalGateDecision;BrowserVisualGroundingContract;BrowserVisualGroundingRequest;BrowserVisualGroundingBox;BrowserVisualGroundingTarget;BrowserVisualGroundingReceipt;BrowserVisualGroundingFinalGateCertificate;BrowserVisualGroundingResult;BrowserVisualGroundingFinalGate;BrowserVisualGroundingOrganV1,render_browser_visual_grounding_receipt_as_untrusted_context;browser_visual_grounding_request_from_live_session;_validate_grounding_request;_target_from_detection;_hostname,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/channel_draft_send_organ_v1.py,agent_organs,channel,429,ChannelDraftSendStatus;ChannelDraftSendRequest;ChannelDraftSendContract;ChannelSendTransportRequest;ChannelSendTransportReceipt;ChannelRateLimitLedger;ChannelDraftSendReceipt;ChannelDraftSendFinalGateCertificate;ChannelDraftSendResult;ChannelDraftSendFinalGate;ChannelDraftSendOrganV1,build_channel_power_executor;_power_step_admission_block_reason;_enum_value;_build_receipt;_authority_ref_looks_like_receipt_or_memory;_compliance_reasons;_optional_hash;_sha256_text;_stable_hash,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/delegated_action_gate.py,agent_organs,other,819,DelegatedActionGateStatus;DelegatedActionGateDecision;DelegatedActionGateReason;DelegatedActionRiskClass;DelegatedActionAuthorityClass;DelegatedActionBudgetStatus;DelegatedActionEvidenceStatus;DelegatedActionOrganContractStatus;DelegatedActionLaneStatus;DelegatedActionBudgetSummary;DelegatedActionEvidenceSummary;DelegatedActionGateSafetyValidationResult,utc_now;render_gate_result_as_untrusted_context;validate_delegated_action_gate_payload;_gate_safety_payload;_result;_decision;_authority_reasons;_evidence_reasons;_budget_reasons;_budget_exhausted;_safe_int;_organ_contract,receipt;finalgate;authority,HIDE
sentinel-control/services/sentinel-core/sentinel/agent/organs/external_api_read_write_organ_v1.py,agent_organs,external_api,483,ExternalAPIStatus;ExternalAPIRequest;ExternalAPIContract;ExternalAPITransportRequest;ExternalAPITransportResponse;ExternalAPIRateLimitLedger;ExternalAPIReceipt;ExternalAPIFinalGateCertificate;ExternalAPIResult;ExternalAPIFinalGate;ExternalAPIOrganV1,build_external_api_power_executor;_power_step_admission_block_reason;_enum_value;_build_receipt;_safe_non_auth_headers;_contains_forbidden_header_name;_authority_ref_looks_like_receipt_or_memory;_is_forbidden_header_name;_domain_allowed;_urllib_transport;_stable_hash;_sha256_bytes,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/local_artifact_executor.py,agent_organs,other,1007,L2LocalArtifactExecutorStatus;L2LocalArtifactActionKind;L2LocalArtifactAttemptStatus;L2ExecutorContract;L2LocalArtifactSafetyValidationResult;L2LocalArtifactRequest;L2LocalArtifactReceipt;L2LocalArtifactTombstone;L2LocalArtifactRollbackReceipt;L2LocalArtifactResult;L2LocalArtifactExecutor;_PathPlan,utc_now;validate_l2_local_artifact_payload;_extend_validation;render_l2_execution_receipt_as_untrusted_context;_contract_or_none;_lane_or_none;_contract_reasons;_lane_reasons;_resolve_target_path;_path_is_inside;_safe_relative_path;_has_symlink_component,receipt;finalgate;authority;replay;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/low_risk_finalgate.py,agent_organs,other,609,LowRiskFinalGateStatus;LowRiskFinalGateDecision;LowRiskFinalGateReason;LowRiskFinalGateSafetyValidationResult;LowRiskFinalGateInput;LowRiskFinalGateCertificate;LowRiskFinalGateTrace;LowRiskFinalGateResult;LowRiskFinalGate,utc_now;validate_low_risk_finalgate_payload;render_low_risk_finalgate_certificate_as_untrusted_context;_decision;_reasons;_certificate;_status;_receipt_payload;_input_payload;_action_level;_organ_kind;_status_value,receipt;finalgate;authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/organ_dispatch.py,agent_organs,browser,1839,OrganDispatchStatus;OrganDispatchCandidateStatus;OrganDispatchCandidateResult;OrganDispatchTrace;OrganDispatchResult;OrganDispatcher,utc_now;_build_typed_sub_request;_build_l2_request;_build_l3_request;_build_browser_readonly_request;_build_browser_preparation_request;_build_browser_semantic_extraction_request;_build_browser_session_request;_browser_session_action_kind;_browser_session_allowed_action_kinds;_build_browser_form_submit_request;_latest_browser_session_id,receipt;finalgate;authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/proposal_bridge.py,agent_organs,browser,639,OrganProposalBridgeStatus;OrganProposalKind;OrganCandidateStatus;OrganCandidateRiskClass;OrganCandidateAuthorityClass;OrganProposalSafetyValidationResult;BaseOrganCandidate;BrowserOrganCandidate;ApiOrganCandidate;ChannelDraftOrganCandidate;FileOperationOrganCandidate;CodePatchOrganCandidate,utc_now;render_organ_candidates_as_untrusted_context;validate_organ_proposal_payload;_proposal_safety_payload;_result;_candidate_from_proposal;_proposal_specific_rejection;_proposals;_model_contract_refs;_brain_trace_id;_risk_flags;_missing_evidence,receipt;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/reversible_workspace_executor.py,agent_organs,workspace_patch,1308,L3WorkspaceExecutorStatus;L3WorkspaceActionKind;L3WorkspaceAttemptStatus;L3ExecutorContract;L3WorkspaceSafetyValidationResult;L3WorkspaceBeforeSnapshot;L3WorkspaceAfterSnapshot;L3WorkspaceTombstone;L3WorkspaceRequest;L3WorkspaceReceipt;L3WorkspaceRollbackReceipt;L3WorkspaceResult,utc_now;validate_l3_workspace_payload;_extend_validation;render_l3_execution_receipt_as_untrusted_context;_contract_or_none;_lane_or_none;_contract_reasons;_lane_reasons;_budget_exhausted;_resolve_target_path;_before_snapshot;_mutated_content,receipt;finalgate;authority;replay;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/runtime_execution.py,agent_organs,browser,2438,OrganRuntimeExecutionMode;OrganRuntimeExecutionStatus;OrganRuntimeExecutionConfig;OrganRuntimeExecutionSafetyValidationResult;OrganRuntimeExecutionRequest;OrganRuntimeExecutionTrace;OrganRuntimeExecutionResult,utc_now;close_browser_runtime_sessions_for_config;execute_organ_runtime_request;validate_organ_runtime_execution_payload;_runtime_safety_payload;render_organ_runtime_execution_result_as_untrusted_context;_execute_l2;_execute_l3;_execute_browser_readonly;_execute_browser_preparation;_execute_browser_semantic_extraction;_execute_browser_session_manager,playwright;receipt;finalgate;authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/safety_scanner.py,agent_organs,other,54,,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/agent/organs/sandbox_shell_code_organ_v1.py,agent_organs,code_shell,498,ShellCodeSandboxStatus;ShellCodeSandboxRequest;ShellCodeSandboxContract;ShellCodeSandboxReceipt;ShellCodeSandboxFinalGateCertificate;ShellCodeSandboxResult;ShellCodeSandboxFinalGate;ShellCodeSandboxOrganV1,build_shell_code_power_executor;_power_step_admission_block_reason;_enum_value;_command_block_reason;_normalized_command;_runtime_command;_has_prefix;_resolve_cwd;_scrubbed_env;_tree_manifest;_build_receipt;_diff_manifests,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/browser_action_candidates.py,operator_power_runtime,browser,167,BrowserActionExtractionError;BrowserActionExtractionResult,extract_browser_action_envelope;_base_diagnostics;_non_metadata_keys;_action_payload;_capability_and_operation;_normalize_action;_recommended_next_action;_string_or_none,,MERGE
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_models.py,operator_power_runtime,browser,256,BrowserElementSnapshot;BrowserObservationReceipt;BrowserActionReceipt;BrowserAssertionReceipt;BrowserFinalCertificate,_assert_data_only;_safe_browser_ref,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_replay.py,operator_power_runtime,browser,80,BrowserControlReplayView,_artifact_counts;_artifact_hashes;_latest_browser_state_hash,receipt;finalgate;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_runtime.py,operator_power_runtime,browser,426,BrowserControlRuntimeError;BrowserFixtureElement;BrowserFixtureState;BrowserControlRuntime,_param_ref;_reject_sensitive_text,receipt;finalgate;authority,HIDE
sentinel-control/services/sentinel-core/sentinel/operator/browser_decision_frame.py,operator_power_runtime,browser,153,BrowserDecisionFrame;BrowserDecisionFrameCompiler,_browser_actions;_candidate_actions;_recommended_next_actions;_examples,receipt,MERGE
sentinel-control/services/sentinel-core/sentinel/operator/browser_world_model.py,operator_power_runtime,browser,359,BrowserStableRefCard;BrowserActionCandidateCard;BrowserLinkCandidateCard;BrowserExtractionCard;ProductCandidateCard;BrowserSearchResultCard;BrowserWorldModel;BrowserWorldModelBuilder,_stable_ref;_element_text;_safe_title;_clip;_contains_sensitive_marker;_is_search_like;_snippets;_is_browser_research_snippet;_candidate_cards;_card_from_text;_extract_title;_first_match,,MERGE
sentinel-control/services/sentinel-core/sentinel/operator/browser_world_model_replay.py,operator_power_runtime,browser,52,BrowserWorldModelReplayView,_artifact_counts;_artifact_hashes,replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter.py,operator_power_runtime,channel,814,ChannelConnectorRuntimeError;WebhookChannelTransport;TelegramBotChannelTransport;ChannelConnectorRegistry;ChannelConnectorRuntime,build_webhook_channel_transport_from_env;build_telegram_channel_transport_from_env;_organ_sender;_default_urlopen;_safe_delivery_ref;_telegram_delivery_ref;_domain_for_recipient,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter_models.py,operator_power_runtime,channel,533,ChannelAdapterKind;ChannelProviderKind;ChannelDeliveryStatus;ChannelDataModel;ChannelCapabilityProfile;ChannelRecipientPolicy;ChannelScopePolicy;ChannelRateLimitPolicy;ChannelApprovalPolicy;ChannelAdapterConfig;ChannelIdentityRef;ChannelAttachmentRef,channel_utc_now;_sanitize_channel_payload;_reject_channel_forbidden_payload;_looks_like_raw_secret;_normalize_recipient,receipt;finalgate;authority;replay;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter_replay.py,operator_power_runtime,channel,69,ChannelAdapterReplayBuilder,_load_many,receipt;finalgate;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_models.py,operator_power_runtime,code_shell,273,CodeExecutionProfile;CodeExecutionRequest;CodeExecutionResult;CodeExecutionReceipt;CodeExecutionFinalCertificate,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_replay.py,operator_power_runtime,code_shell,94,CodeExecutionReplayView,_artifact_counts;_artifact_hashes;_stdout_stderr_hashes;_workspace_fingerprint,receipt;finalgate;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_runtime.py,operator_power_runtime,code_shell,452,CodeExecutionSandboxRuntimeError;CodeExecutionProcessResult;CodeExecutionRunner;CodeExecutionSandboxRuntime;_DefaultCodeExecutionRunner,default_code_execution_profiles;_minimal_env;_bounded_text;_sha256_text,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/connection_live_channel_action_models.py,operator_power_runtime,channel,177,LiveChannelActionDataModel;LiveChannelSendDecision;LiveChannelActionResult,live_channel_hash;_reject_secret_material,receipt;finalgate;authority;provider_native;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/connection_live_channel_action_runtime.py,operator_power_runtime,channel,159,ModelLedLiveChannelActionRuntime,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/mutation_artifact_channel.py,operator_power_runtime,channel,679,MutationArtifactStateError;MutationArtifactFormat;MutationArtifactChannelConfig;MutationArtifactProposal;MutationArtifactChunk;MutationChunkReceipt;MutationArtifactAssembly;MutationApplicationResult;_MutationState;GovernedMutationArtifactChannel,_safe_target,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_models.py,operator_power_runtime,browser,322,RealBrowserElementSnapshot;RealBrowserOpenReceipt;RealBrowserObservationReceipt;RealBrowserActionReceipt;RealBrowserAssertionReceipt;RealBrowserFinalCertificate,_assert_data_only;_safe_browser_ref;_safe_preview,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_replay.py,operator_power_runtime,browser,90,RealBrowserControlReplayView,_artifact_counts;_artifact_hashes;_latest_browser_state_hash,receipt;finalgate;replay,KEEP
